Date,Open,High,Low,Close,Adj Close,Volume,log_returns,cumulative_returns,cumulative_returns_scaled,diff_log_returns,diff_log_returns_scaled,log_returns_scaled,obv
1940-01-12,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,0.0,-0.04276567227277964,-0.02684178403036748,-1.600375619730082,-0.058689560515191794,-1.9454796023017091,-2.088918086934761,0.0
1940-01-19,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0.0,0.0016474059993771596,-0.02519437803099032,-1.5994441793601286,0.0444130782721568,1.472361246960493,0.012330270170429038,0.0
1940-01-26,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,0.0,0.0,-0.02519437803099032,-1.5994441793601286,-0.0016474059993771596,-0.054538612554696844,-0.06561094184068761,0.0
1940-02-02,12.0600004196167,12.0600004196167,12.0600004196167,12.0600004196167,12.0600004196167,0.0,-0.00743491229674507,-0.03262929032773539,-1.6036478653142108,-0.00743491229674507,-0.24639379367478975,-0.4173676283064125,0.0
1940-02-09,12.369999885559082,12.369999885559082,12.369999885559082,12.369999885559082,12.369999885559082,0.0,0.025379951059781025,-0.0072493392679543675,-1.5892980869271804,0.03281486335652609,1.0878817303990895,1.135152043804649,0.0
1940-02-16,12.289999961853027,12.289999961853027,12.289999961853027,12.289999961853027,12.289999961853027,0.0,-0.006488256678867559,-0.013737595946821926,-1.5929665355085278,-0.03186820773864858,-1.0563547823132002,-0.37257995226152657,0.0
1940-02-23,12.229999542236328,12.229999542236328,12.229999542236328,12.229999542236328,12.229999542236328,0.0,-0.004894008204532256,-0.018631604151354182,-1.5957335988883559,0.0015942484743353032,0.05292186769838031,-0.2971537013048434,0.0
1940-03-01,12.0600004196167,12.0600004196167,12.0600004196167,12.0600004196167,12.0600004196167,0.0,-0.013997686176381162,-0.032629290327735344,-1.6036478653142108,-0.009103677971848906,-0.30171318762337973,-0.727862157601027,0.0
1940-03-08,12.199999809265137,12.199999809265137,12.199999809265137,12.199999809265137,12.199999809265137,0.0,0.011541710012078907,-0.021087580315656437,-1.597122203365904,0.02553939618846007,0.8467008142077056,0.4804444126756703,0.0
1940-03-15,12.069999694824219,12.069999694824219,12.069999694824219,12.069999694824219,12.069999694824219,0.0,-0.010712926279591924,-0.03180050659524836,-1.603179272492107,-0.02225463629167083,-0.7376659729360617,-0.5724553133755858,0.0
1940-03-22,12.140000343322754,12.140000343322754,12.140000343322754,12.140000343322754,12.140000343322754,0.0,0.005782804086030959,-0.026017702509217398,-1.599909685529756,0.016495730365622883,0.5469043120044832,0.2079820640476577,0.0
1940-03-29,12.180000305175781,12.180000305175781,12.180000305175781,12.180000305175781,12.180000305175781,0.0,0.0032894734255890716,-0.022728229083628326,-1.5980498232094529,-0.0024933306604418876,-0.08258091967690878,0.09001890639690806,0.0
1940-04-05,12.479999542236328,12.479999542236328,12.479999542236328,12.479999542236328,12.479999542236328,0.0,0.02433203892426611,0.0016038098406377828,-1.5842925324469375,0.021042565498677036,0.6976313839338966,1.085573772295337,0.0
1940-04-12,12.319999694824219,12.319999694824219,12.319999694824219,12.319999694824219,12.319999694824219,0.0,-0.012903392926887598,-0.011299583086249815,-1.5915880874503918,-0.0372354318511537,-1.2342776563989024,-0.6760895270573979,0.0
1940-04-19,12.039999961853027,12.039999961853027,12.039999961853027,12.039999961853027,12.039999961853027,0.0,-0.02298949662229019,-0.034289079708540005,-1.6045863072256075,-0.010086103695402592,-0.3342804895743341,-1.1532779959513395,0.0
1940-04-26,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,0.0,0.003316749478623086,-0.030972330229916918,-1.6027110230742931,0.026306246100913276,0.8721218023304395,0.09130937676860412,0.0
1940-05-03,12.119999885559082,12.119999885559082,12.119999885559082,12.119999885559082,12.119999885559082,0.0,0.0033057850079034495,-0.027666545222013467,-1.600841938214876,-1.0964470719636472e-05,-0.00029076041571670915,0.0907906314579327,0.0
1940-05-10,11.760000228881836,11.760000228881836,11.760000228881836,11.760000228881836,11.760000228881836,0.0,-0.030153009265626557,-0.05781955448764002,-1.617890395071418,-0.033458794273530004,-1.1090825465794163,-1.49219436379854,0.0
1940-05-17,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0.0,-0.1671314299320536,-0.22495098441969363,-1.7123862030177543,-0.13697842066642704,-4.540746487943257,-7.972845842636376,0.0
1940-05-24,9.15999984741211,9.15999984741211,9.15999984741211,9.15999984741211,9.15999984741211,0.0,-0.08272636997319617,-0.3076773543928898,-1.7591595428513382,0.08440505995885743,2.798090930113119,-3.9795177404250657,0.0
1940-05-31,9.270000457763672,9.270000457763672,9.270000457763672,9.270000457763672,9.270000457763672,0.0,0.011937266930984873,-0.29574008746190494,-1.7524102337371092,0.09466363690418104,3.138161599025319,0.49915879497764687,0.0
1940-06-07,9.34000015258789,9.34000015258789,9.34000015258789,9.34000015258789,9.34000015258789,0.0,0.007522839618827456,-0.2882172478430775,-1.7481568338342857,-0.0044144273121574165,-0.14626505704565934,0.2903057161527505,0.0
1940-06-14,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,0.0,0.06226070987573765,-0.22595653796733986,-1.7129547411733652,0.054737870256910195,1.814626936962942,2.880035237803043,0.0
1940-06-21,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0.0,-0.0030226455089909536,-0.2289791834763308,-1.7146637394726294,-0.06528335538472861,-2.164063158666746,-0.20861676708339238,0.0
